StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_3_TEXT,Q7,Q7_12_TEXT,Q8_NPS_GROUP,Q8,Q9,Q9_12_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_11_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21_1,Q22,Q22_7_TEXT,Q23,Q24,Q24_13_TEXT,Q25,Q26,Q27_1,opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
2023-03-30 11:34:52,2023-03-30 11:46:10,IP Address,100,677,True,2023-03-30 11:46:11,R_32XXBmT7EYoJhV5,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,Hispanic or Latino or Spanish Origin of any race,"Private supply - private well, river, pond, lake",,Unfiltered tap water,,Other (describe):,Lime buildup,Promoter,10,None of the above,,Slightly familiar,Extremely familiar,Extremely familiar,Slightly familiar,Slightly familiar,Not at all familiar,Extremely familiar,Extremely familiar,Not at all familiar,Not at all familiar,Not at all concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Sometimes,Never,Never,Never,Sometimes,Never,Never,Occasionally,Occasionally,Never,Never,,Might do this,Not sure,Might do this,Might do this,Might do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Mostly trust,Moderately trust,Moderately trust,Somewhat trust,Fully trust,Fully trust,Not sure,I think I know what it is,64,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Planning to change,Not sure,Not sure,Might change,Might change,Might change,Planning to change,Not sure,Might change,Might change,Might change,Not sure,Not sure,48726,Manufactured / mobile home,,Own,Food service,,Other,"$25,000 - 49,999",1,Qual27260-1216StephanieGeneralPop,7ir5I2GjeQHC1iR6fdxONR,677,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:44:31,2023-03-30 11:47:54,IP Address,100,202,True,2023-03-30 11:47:54,R_1BTIbwlIIM3C4a5,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,Hispanic or Latino or Spanish Origin of any race,"Private supply - private well, river, pond, lake",,Filtered tap water,,"Cloudy water,Corrosion of pipes or water fixtures",,Detractor,4,"Disinfection byproducts (DBPs),Petroleum products",,Slightly familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly concerned,Not at all concerned,Very concerned,Not at all concerned,Very concerned,Moderately concerned,Not at all concerned,Not at all concerned,Very concerned,Very concerned,Never,Often,Often,Often,Occasionally,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Will never do this,Plan to do this,Plan to do this,Plan to do this,Plan to do this,Most responsibility,Most responsibility,Most responsibility,Most responsibility,Some responsibility,Some responsibility,Do not trust at all,Mostly trust,Moderately trust,Do not trust at all,Somewhat trust,Moderately trust,No,"I've heard of it or seen it somewhere, but don't know what it is",73,Extremely familiar,Moderately familiar,Very familiar,Not at all familiar,Very familiar,Not at all familiar,Very familiar,Slightly familiar,Not at all familiar,Slightly familiar,Extremely familiar,Not at all familiar,Very familiar,Not sure,Might change,Not sure,Might change,Might change,Have already changed,Not sure,Have already changed,Might change,Might change,Not sure,Might change,Will never change,79412,Single family house,,Rent,Food service,,Master's degree,"$50,000 - 74,999",3,Qual27260-1216StephanieGeneralPop,4YBHcqdrM4hba19Lp2Q3sG,202,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:44:23,2023-03-30 11:47:57,IP Address,100,213,True,2023-03-30 11:47:58,R_1hSd4fakIdTixDP,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,Black or African American,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Cloudy water",,Detractor,6,"Fertilizers (nitrates, phosphates),Heavy metals (lead, arsenic, mercury, etc.)",,Not at all familiar,Slightly familiar,Very familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Extremely familiar,Extremely familiar,Very familiar,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Occasionally,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,Never,Never,,Currently doing this,Currently doing this,Will never do this,Plan to do this,Plan to do this,No responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,No,"I've heard of it or seen it somewhere, but don't know what it is",53,Extremely familiar,Extremely familiar,Moderately familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Moderately familiar,Extremely familiar,Moderately familiar,Moderately familiar,Very familiar,Will never change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,48328,Apartment building with more than 4 units,,Rent,Other (describe):,"Security ",Bachelor's degree,"$25,000 - 49,999",1,Qual27260-1216StephanieGeneralPop,0wg4aysm5V0oxLW1ZHSi5e,213,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:45:16,2023-03-30 11:48:25,IP Address,100,188,True,2023-03-30 11:48:26,R_2YPVUkkEuDpNtU7,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,Black or African American,Public supply - rural water district,,Filtered tap water,,Corrosion of pipes or water fixtures,,Passive,7,Petroleum products,,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Not at all familiar,Moderately concerned,Not at all concerned,Slightly concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Moderately concerned,Moderately concerned,Occasionally,Occasionally,Occasionally,Sometimes,Often,Sometimes,Occasionally,Often,Sometimes,Occasionally,Never,,Plan to do this,Will never do this,Plan to do this,Currently doing this,Plan to do this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Some responsibility,Most responsibility,Moderately trust,Do not trust at all,Mostly trust,Mostly trust,Moderately trust,Do not trust at all,Yes,"I've heard of it or seen it somewhere, but don't know what it is",71,Moderately familiar,Moderately familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Moderately familiar,Very familiar,Slightly familiar,Slightly familiar,Moderately familiar,Might change,Might change,Planning to change,Planning to change,Planning to change,Might change,Have already changed,Planning to change,Planning to change,Might change,Might change,Planning to change,Might change,62206,Apartment building with 4 or fewer units,,Rent,Food service,,Bachelor's degree,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,65GAX7ExMmjcTjDnP136se,188,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:43:54,2023-03-30 11:48:27,IP Address,100,273,True,2023-03-30 11:48:28,R_OydIyEgZJVKG5Kp,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,Black or African American,"Private supply - private well, river, pond, lake",,Filtered tap water,,"Odd taste,Odd smell,Staining of clothes, teeth, or skin,Hardness or scale buildup (high mineral content),Corrosion of pipes or water fixtures",,Detractor,4,"Disinfection byproducts (DBPs),Fertilizers (nitrates, phosphates),Heavy metals (lead, arsenic, mercury, etc.),Industrial chemicals,Microplastics,PFAS (per- and polyfluoroalkyl substances),Pathogens (bacteria, viruses, amoebas),Pesticides,Petroleum products,Pharmaceuticals",,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Moderately familiar,Extremely familiar,Extremely concerned,Moderately concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Occasionally,Sometimes,Sometimes,Sometimes,Often,Often,Often,Occasionally,Sometimes,Sometimes,Often,,Might do this,Plan to do this,Plan to do this,Plan to do this,Plan to do this,Full responsibility,Most responsibility,Most responsibility,Most responsibility,Full responsibility,Full responsibility,Mostly trust,Mostly trust,Mostly trust,Mostly trust,Moderately trust,Moderately trust,Not sure,I think I know what it is,41,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Planning to change,Have already changed,Will never change,Have already changed,Have already changed,Planning to change,Have already changed,Planning to change,Planning to change,Planning to change,Planning to change,Will never change,Will never change,75182,Single family house,,Rent,Hospitality,,High school graduate / GED,"$25,000 - 49,999",5,Qual27260-1216StephanieGeneralPop,6WaboMuA3of6Aot6zIWJaR,273,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:44:00,2023-03-30 11:48:52,IP Address,100,291,True,2023-03-30 11:48:53,R_aeLVT3S3V5PgV3j,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,American Indian/Native American or Alaska Native,Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Never,Never,Never,Never,Occasionally,Never,Never,Never,Never,Never,Never,,Might do this,Not sure,Will never do this,Might do this,Currently doing this,Some responsibility,Some responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Fully trust,No,"I've never heard of it, and don't know what it is",46,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,74136,Single family house,,Prefer not to answer,Healthcare,,Associate degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,7FAJTdnadpTDOOasZ2Q3QH,291,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:46:18,2023-03-30 11:53:10,IP Address,100,411,True,2023-03-30 11:53:10,R_2VCsSVXU8To6L7n,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,"Odd taste,Boil water notice",,Passive,8,None of the above,,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Not at all familiar,Not at all familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Often,Always,Often,Often,Never,Never,Always,Always,Always,Always,Never,none,Plan to do this,Plan to do this,Plan to do this,Plan to do this,Currently doing this,Most responsibility,Full responsibility,Full responsibility,Full responsibility,Some responsibility,Some responsibility,Mostly trust,Mostly trust,Mostly trust,Fully trust,Moderately trust,Moderately trust,Not sure,I think I know what it is,70,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Planning to change,Might change,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,33410,Single family house,,Own,Education,,Master's degree,"$100,000 - 200,000",1,Qual27260-1216StephanieGeneralPop,3Vo3bKtJSQisJHNnIsniPA,411,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:47:58,2023-03-30 11:54:02,IP Address,100,364,True,2023-03-30 11:54:03,R_3MuGHeQeFUCLBVg,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,Black or African American,Public supply - municipal,,Unfiltered tap water,,None of the above,,Passive,8,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Sometimes,Sometimes,Sometimes,Sometimes,Occasionally,Sometimes,Occasionally,Sometimes,Sometimes,Never,Never,,Currently doing this,Plan to do this,Will never do this,Plan to do this,Will never do this,Most responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Mostly trust,Mostly trust,Moderately trust,Mostly trust,Mostly trust,Mostly trust,No,"I've never heard of it, and don't know what it is",46,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,43232,Apartment building with more than 4 units,,Own,Unemployed,,High school graduate / GED,"Less than $25,000",2,Qual27260-1216StephanieGeneralPop,6l7M5vftQxHE2wpn1OHMAM,364,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:42:55,2023-03-30 11:55:47,IP Address,100,772,True,2023-03-30 11:55:48,R_3PFBYgPam4TeNRG,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,"American Indian/Native American or Alaska Native,Hispanic or Latino or Spanish Origin of any race,White or Caucasian",Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Cloudy water,Hardness or scale buildup (high mineral content)",,Detractor,6,Microplastics,,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Not at all familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Occasionally,Often,Never,Sometimes,Sometimes,Never,Sometimes,Often,Occasionally,Sometimes,Never,"Podcast ",Currently doing this,Might do this,Might do this,Plan to do this,Not sure,Moderate responsibility,Moderate responsibility,Moderate responsibility,Full responsibility,Moderate responsibility,Some responsibility,Somewhat trust,Somewhat trust,Do not trust at all,Do not trust at all,Do not trust at all,Moderately trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",70,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Have already changed,Not sure,Not sure,Might change,Not sure,Not sure,Might change,Planning to change,Might change,Planning to change,Planning to change,Not sure,Not sure,90606,Single family house,,Own,Other (describe):,"Retail industry ",High school graduate / GED,"$75,000 - 99,999",3,Qual27260-1216StephanieGeneralPop,343kLGXAEutwQF0vZOAtDr,772,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:39:40,2023-03-30 11:56:43,IP Address,100,1022,True,2023-03-30 11:56:43,R_1lrABYVEmBQvVDk,anonymous,EN,"I agree, take me to the survey",Male,45 - 54 years old,Black or African American,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Passive,8,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Occasionally,Sometimes,Never,Never,Occasionally,Occasionally,Sometimes,Never,Never,Sometimes,Never,,Currently doing this,Plan to do this,Will never do this,Might do this,Currently doing this,Moderate responsibility,Most responsibility,Most responsibility,Most responsibility,Moderate responsibility,Some responsibility,Somewhat trust,Moderately trust,Moderately trust,Moderately trust,Somewhat trust,Moderately trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",33,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Not sure,Not sure,Planning to change,Not sure,Planning to change,Planning to change,Not sure,Not sure,Not sure,Not sure,36303,Single family house,,Rent,Hospitality,,Associate degree,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,2OoypZpJDcN9urMaQutadW,1022,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:50:53,2023-03-30 11:57:15,IP Address,100,382,True,2023-03-30 11:57:16,R_3P5Agzd19E4EWbM,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,"Black or African American,White or Caucasian",Public supply - rural water district,,Filtered tap water,,"Odd taste,Odd smell,Boil water notice",,Detractor,6,None of the above,,Not at all familiar,Slightly familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Often,Often,Occasionally,Never,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,,Might do this,Might do this,Might do this,Currently doing this,Plan to do this,Moderate responsibility,Full responsibility,Full responsibility,Full responsibility,Moderate responsibility,Full responsibility,Do not trust at all,Somewhat trust,Somewhat trust,Somewhat trust,Do not trust at all,Fully trust,Not sure,"I've never heard of it, and don't know what it is",64,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Not sure,Not sure,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Not sure,Not sure,33322,Single family house,,Rent,Other (describe):,"Nonprofit ",Master's degree,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,5xofmidq7OjHYtSu3vQv6d,382,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:46:52,2023-03-30 11:57:51,IP Address,100,658,True,2023-03-30 11:57:52,R_us8mOGSEecxjNSN,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Unfiltered tap water,,None of the above,,Promoter,9,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Slightly concerned,Slightly concerned,Moderately concerned,Moderately concerned,Occasionally,Occasionally,Occasionally,Never,Often,Occasionally,Always,Often,Sometimes,Always,Never,Na,Plan to do this,Currently doing this,Currently doing this,Currently doing this,Currently doing this,No responsibility,Some responsibility,Some responsibility,Full responsibility,No responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Somewhat trust,Do not trust at all,Not sure,"I've never heard of it, and don't know what it is",58,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,08014,Single family house,,Prefer not to answer,Other (describe):,"Self employed ",High school graduate / GED,"Less than $25,000",4,Qual27260-1216StephanieGeneralPop,3Svq4EEOLfG2iBETDRo2K2,658,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:52:47,2023-03-30 11:58:09,IP Address,100,321,True,2023-03-30 11:58:09,R_3CIC7VcAxUqAqla,anonymous,EN,"I agree, take me to the survey",Female,18 - 24 years old,Black or African American,I don't know,,Filtered tap water,,"Staining of clothes, teeth, or skin",,Promoter,9,"Heavy metals (lead, arsenic, mercury, etc.)",,Not at all familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Slightly concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Sometimes,Occasionally,Often,Occasionally,Always,Always,Never,Occasionally,Sometimes,Sometimes,Never,,Currently doing this,Plan to do this,Plan to do this,Might do this,Might do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,No responsibility,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,Fully trust,No,"I've never heard of it, and don't know what it is",68,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Will never change,Planning to change,Not sure,Will never change,Might change,Will never change,Will never change,Will never change,Might change,Will never change,Will never change,Will never change,Might change,31605,Single family house,,Prefer not to answer,Unemployed,,High school graduate / GED,"$25,000 - 49,999",3,Qual27260-1216StephanieGeneralPop,5GtUou2DN1SgfYF2V1Ex68,321,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:52:22,2023-03-30 11:59:23,IP Address,100,420,True,2023-03-30 11:59:24,R_31Lu35T5CY1fMiZ,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,White or Caucasian,I don't know,,Filtered tap water,,None of the above,,Promoter,10,None of the above,,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Moderately concerned,Extremely concerned,Very concerned,Very concerned,Very concerned,Moderately concerned,Extremely concerned,Extremely concerned,Slightly concerned,Moderately concerned,Never,Never,Never,Never,Occasionally,Occasionally,Occasionally,Sometimes,Never,Occasionally,Never,,Might do this,Currently doing this,Currently doing this,Currently doing this,Currently doing this,Moderate responsibility,Most responsibility,Moderate responsibility,Full responsibility,Moderate responsibility,Moderate responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Mostly trust,Moderately trust,Mostly trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",73,Moderately familiar,Extremely familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Very familiar,Slightly familiar,Slightly familiar,Might change,Will never change,Will never change,Might change,Might change,Not sure,Not sure,Not sure,Not sure,Might change,Might change,Will never change,Might change,35749,Single family house,,Own,Unemployed,,High school graduate / GED,"$25,000 - 49,999",4,Qual27260-1216StephanieGeneralPop,38iiWkuMfc38vN2lGWYSGv,420,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:58:44,2023-03-30 12:03:05,IP Address,100,260,True,2023-03-30 12:03:06,R_2XhNMa21TX3a7Q5,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,Black or African American,Public supply - municipal,,Bottled / prepackaged water,,"Odd taste,Discolored water,Hardness or scale buildup (high mineral content)",,Detractor,5,"Disinfection byproducts (DBPs),Industrial chemicals,Pharmaceuticals",,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Plan to do this,Plan to do this,Plan to do this,Plan to do this,Plan to do this,Moderate responsibility,Moderate responsibility,Some responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Yes,"I've heard of it or seen it somewhere, but don't know what it is",51,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Might change,Might change,Might change,Planning to change,Might change,Planning to change,Might change,Might change,Might change,Might change,Planning to change,Planning to change,Planning to change,87108,Single family house,,Rent,Entertainment,,High school graduate / GED,"$100,000 - 200,000",2,Qual27260-1216StephanieGeneralPop,7kXK1RgWKnlCAEwFGzedNa,260,73540892,,,,,,,,1,,439,{Invalid Expression}
2023-03-30 11:58:31,2023-03-30 12:03:15,IP Address,100,283,True,2023-03-30 12:03:15,R_stZsU7jbjjByHjr,anonymous,EN,"I agree, take me to the survey",Female,18 - 24 years old,Hispanic or Latino or Spanish Origin of any race,I don't know,,Bottled / prepackaged water,,Odd taste,,Passive,7,Pesticides,,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,,Currently doing this,Might do this,Might do this,Plan to do this,Might do this,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Most responsibility,Moderate responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Somewhat trust,Somewhat trust,Somewhat trust,Not sure,"I've never heard of it, and don't know what it is",50,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,18104,Single family house,,Rent,Healthcare,,High school graduate / GED,"$25,000 - 49,999",4,Qual27260-1216StephanieGeneralPop,0j8rSDP0xg0wmgWspbYCjY,283,73540892,,,,,,,,1,,439,{Invalid Expression}
