StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_3_TEXT,Q7,Q7_12_TEXT,Q8_NPS_GROUP,Q8,Q9,Q9_12_TEXT,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_11_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21_1,Q22,Q22_7_TEXT,Q23,Q24,Q24_13_TEXT,Q25,Q26,Q27_1,opp,transaction_id,Q_TotalDuration,QPMID,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,RISN,rid,gc,term,PS,LS
3/28/2023 11:04,3/28/2023 11:14,IP Address,100,562,TRUE,3/28/2023 11:14,R_3NOlpquQhXewItJ,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,White or Caucasian,Public supply - rural water district,,Unfiltered tap water,,None of the above,,Detractor,4,None of the above,,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Might do this,Not sure,Not sure,Not sure,Not sure,Most responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Some responsibility,Some responsibility,Moderately trust,Moderately trust,Somewhat trust,Moderately trust,Somewhat trust,Somewhat trust,Not sure,"I've never heard of it, and don't know what it is",33,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,43920,Single family house,,Rent,Unemployed,,High school graduate / GED,"Less than $25,000",3,Qual27260-1216StephanieGeneralPop,5QNKJPDugYSDH64TuZfxNp,562,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:10,3/28/2023 11:15,IP Address,100,300,TRUE,3/28/2023 11:15,R_3Opu97KmQSMVRYW,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,Black or African American,Public supply - municipal,,Bottled / prepackaged water,,"Discolored water,Saltiness (high salt content),Boil water notice",,Passive,8,None of the above,,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately concerned,Very concerned,Moderately concerned,Very concerned,Moderately concerned,Very concerned,Very concerned,Very concerned,Moderately concerned,Very concerned,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Never,,Currently doing this,Will never do this,Will never do this,Currently doing this,Currently doing this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderately trust,Somewhat trust,Moderately trust,Somewhat trust,Moderately trust,Somewhat trust,No,I think I know what it is,85,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Moderately familiar,Planning to change,Might change,Might change,Might change,Might change,Might change,Planning to change,Might change,Might change,Might change,Might change,Might change,Might change,11211,Apartment building with more than 4 units,,Rent,Other (describe):,Warehouse ,High school graduate / GED,"$50,000 - 74,999",2,Qual27260-1216StephanieGeneralPop,5Hyu6wp3X0TOHG3pPk1eSG,300,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:12,3/28/2023 11:15,IP Address,100,199,TRUE,3/28/2023 11:15,R_xub1v9zg2OAM4Lf,anonymous,EN,"I agree, take me to the survey",Male,45 - 54 years old,"Hispanic or Latino or Spanish Origin of any race,Other","Private supply - private well, river, pond, lake",,Unfiltered tap water,,"Odd smell,Cloudy water,Saltiness (high salt content),Hardness or scale buildup (high mineral content),Boil water notice,None of the above",,Passive,7,"Disinfection byproducts (DBPs),Heavy metals (lead, arsenic, mercury, etc.),Industrial chemicals,Pesticides,None of the above,Other (describe):",,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Not at all familiar,Slightly familiar,Extremely familiar,Extremely familiar,Not at all familiar,Slightly familiar,Slightly concerned,Very concerned,Not at all concerned,Very concerned,Extremely concerned,Not at all concerned,Not at all concerned,Moderately concerned,Very concerned,Moderately concerned,Occasionally,Occasionally,Occasionally,Sometimes,Always,Occasionally,Sometimes,Never,Never,Sometimes,Never,,Might do this,Might do this,Plan to do this,Will never do this,Might do this,Some responsibility,Moderate responsibility,Some responsibility,No responsibility,Some responsibility,Most responsibility,Somewhat trust,Moderately trust,Moderately trust,Do not trust at all,Fully trust,Mostly trust,No,"I've heard of it or seen it somewhere, but don't know what it is",44,Very familiar,Slightly familiar,Not at all familiar,Not at all familiar,Extremely familiar,Very familiar,Very familiar,Very familiar,Not at all familiar,Moderately familiar,Slightly familiar,Extremely familiar,Slightly familiar,Will never change,Might change,Have already changed,Planning to change,Will never change,Not sure,Planning to change,Have already changed,Will never change,Not sure,Have already changed,Have already changed,Might change,50101,Townhouse / duplex,,Rent,Technology,,Doctorate or terminal degree,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,3s8I3jxPc1h0GoSb2vGtWd,199,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:16,IP Address,100,286,TRUE,3/28/2023 11:16,R_3k6RHgjHtcyLmmM,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,Black or African American,"Private supply - private well, river, pond, lake",,Filtered tap water,,"Odd taste,Boil water notice",,Detractor,5,"Fertilizers (nitrates, phosphates),Petroleum products",,Moderately familiar,Slightly familiar,Very familiar,Very familiar,Slightly familiar,Not at all familiar,Very familiar,Slightly familiar,Very familiar,Very familiar,Very concerned,Moderately concerned,Moderately concerned,Not at all concerned,Slightly concerned,Moderately concerned,Very concerned,Very concerned,Not at all concerned,Not at all concerned,Often,Sometimes,Sometimes,Occasionally,Never,Often,Sometimes,Never,Never,Sometimes,Often,,Might do this,Plan to do this,Might do this,Plan to do this,Will never do this,No responsibility,Moderate responsibility,Moderate responsibility,No responsibility,No responsibility,Moderate responsibility,Do not trust at all,Mostly trust,Mostly trust,Moderately trust,Moderately trust,Do not trust at all,No,I think I know what it is,70,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Not at all familiar,Slightly familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Might change,Planning to change,Will never change,Planning to change,Will never change,Have already changed,Will never change,Have already changed,Have already changed,Might change,Planning to change,Planning to change,Will never change,85308,Apartment building with 4 or fewer units,,Rent,Entertainment,,High school graduate / GED,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,7AZf2e6EBBc7W4saDEbDXN,286,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:10,3/28/2023 11:16,IP Address,100,371,TRUE,3/28/2023 11:16,R_3sbjD6R4TfZ1khp,anonymous,EN,"I agree, take me to the survey",Female,55 - 64 years old,White or Caucasian,"Private supply - private well, river, pond, lake",,Filtered tap water,,None of the above,,Passive,8,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Might do this,Might do this,Might do this,Might do this,Might do this,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Most responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Somewhat trust,Do not trust at all,Mostly trust,Not sure,"I've never heard of it, and don't know what it is",60,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,99629,Single family house,,Own,Other (describe):,Consultant ,High school graduate / GED,"Less than $25,000",2,Qual27260-1216StephanieGeneralPop,79w5POkLX7m3kVYLbovlaU,371,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:16,IP Address,100,272,TRUE,3/28/2023 11:16,R_1lh2GkY4NET4EEl,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,White or Caucasian,Public supply - municipal,,Unfiltered tap water,,Odd smell,,Promoter,10,None of the above,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Will never do this,Might do this,Might do this,Might do this,Might do this,Some responsibility,Moderate responsibility,Some responsibility,Moderate responsibility,Some responsibility,Full responsibility,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Somewhat trust,Fully trust,No,"I've heard of it or seen it somewhere, but don't know what it is",35,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,97303,Single family house,,Own,Other (describe):,Accounting ,High school graduate / GED,"$75,000 - 99,999",6,Qual27260-1216StephanieGeneralPop,2XbSb6RmOxteJ49nXU7rK3,272,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:16,IP Address,100,278,TRUE,3/28/2023 11:16,R_1pu6yz6MAsZNfwV,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,"Cloudy water,Hardness or scale buildup (high mineral content),Corrosion of pipes or water fixtures",,Passive,7,"Heavy metals (lead, arsenic, mercury, etc.),Microplastics,Pathogens (bacteria, viruses, amoebas)",,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly concerned,Slightly concerned,Moderately concerned,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,,Currently doing this,Might do this,Might do this,Might do this,Might do this,Most responsibility,Moderate responsibility,Moderate responsibility,Most responsibility,Moderate responsibility,Moderate responsibility,Moderately trust,Mostly trust,Moderately trust,Mostly trust,Moderately trust,Moderately trust,Not sure,"I've never heard of it, and don't know what it is",68,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Planning to change,Planning to change,Planning to change,Might change,Might change,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Planning to change,Might change,Might change,44301,Single family house,,Rent,Technology,,High school graduate / GED,"$100,000 - 200,000",6,Qual27260-1216StephanieGeneralPop,1zFUd1s5afBy1hvOcWl18y,278,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:12,3/28/2023 11:16,IP Address,100,281,TRUE,3/28/2023 11:16,R_3MDWoECw5mW2Etm,anonymous,EN,"I agree, take me to the survey",Male,25 - 34 years old,Hispanic or Latino or Spanish Origin of any race,"Private supply - private well, river, pond, lake",,Filtered tap water,,Odd taste,,Passive,7,None of the above,,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Not at all familiar,Moderately familiar,Slightly familiar,Not at all concerned,Slightly concerned,Slightly concerned,Not at all concerned,Slightly concerned,Slightly concerned,Not at all concerned,Not at all concerned,Slightly concerned,Not at all concerned,Occasionally,Sometimes,Sometimes,Often,Always,Always,Sometimes,Always,Occasionally,Often,Often,,Might do this,Will never do this,Plan to do this,Plan to do this,Currently doing this,Some responsibility,Moderate responsibility,Moderate responsibility,Moderate responsibility,Some responsibility,Moderate responsibility,Moderately trust,Somewhat trust,Moderately trust,Somewhat trust,Moderately trust,Moderately trust,Yes,I think I know what it is,52,Very familiar,Very familiar,Slightly familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Slightly familiar,Slightly familiar,Very familiar,Moderately familiar,Slightly familiar,Have already changed,Have already changed,Planning to change,Have already changed,Might change,Have already changed,Have already changed,Have already changed,Might change,Might change,Have already changed,Planning to change,Might change,78801,Single family house,,Own,Agriculture,,High school graduate / GED,"$25,000 - 49,999",1,Qual27260-1216StephanieGeneralPop,0chVrlcqS1nB5d6Sxl3UCT,281,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:16,IP Address,100,320,TRUE,3/28/2023 11:16,R_3JpYZq7DCc8ClUo,anonymous,EN,"I agree, take me to the survey",Female,18 - 24 years old,"Black or African American,White or Caucasian",Public supply - municipal,,Filtered tap water,,None of the above,,Detractor,6,None of the above,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Not at all concerned,Slightly concerned,Sometimes,Occasionally,Occasionally,Occasionally,Sometimes,Occasionally,Sometimes,Occasionally,Sometimes,Occasionally,Occasionally,,Might do this,Might do this,Plan to do this,Plan to do this,Might do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Moderate responsibility,No responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Somewhat trust,Somewhat trust,Mostly trust,No,I think I know what it is,43,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Planning to change,Might change,Not sure,Might change,Planning to change,Planning to change,Planning to change,Planning to change,Might change,Planning to change,Will never change,Might change,Planning to change,75702,Single family house,,Rent,Food service,,High school graduate / GED,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,4vfzcvwVkzQYyofTsOKGZS,320,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:16,IP Address,100,311,TRUE,3/28/2023 11:16,R_3NCiRON6NscJ1kP,anonymous,EN,"I agree, take me to the survey",Male,25 - 34 years old,White or Caucasian,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Promoter,10,None of the above,,Slightly familiar,Very familiar,Extremely familiar,Very familiar,Extremely familiar,Not at all familiar,Moderately familiar,Very familiar,Not at all familiar,Very familiar,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Occasionally,Occasionally,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,,Currently doing this,Might do this,Might do this,Might do this,Might do this,Full responsibility,Most responsibility,Moderate responsibility,Full responsibility,Some responsibility,Moderate responsibility,Moderately trust,Moderately trust,Moderately trust,Moderately trust,Mostly trust,Moderately trust,No,"I've heard of it or seen it somewhere, but don't know what it is",30,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Planning to change,Have already changed,Have already changed,Have already changed,Planning to change,Have already changed,Have already changed,Have already changed,Not sure,Planning to change,Might change,Planning to change,Have already changed,1013,Apartment building with 4 or fewer units,,Rent,Unemployed,,High school graduate / GED,"$25,000 - 49,999",2,Qual27260-1216StephanieGeneralPop,2yMzoA0XDOVOnAoKCv1Aeb,311,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:17,IP Address,100,358,TRUE,3/28/2023 11:17,R_1odVjJCqQmboFYt,anonymous,EN,"I agree, take me to the survey",Female,45 - 54 years old,American Indian/Native American or Alaska Native,Public supply - rural water district,,Bottled / prepackaged water,,"Corrosion of pipes or water fixtures,Boil water notice,Water shortage",,Detractor,5,Other (describe):,Sodium buildup,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very concerned,Very concerned,Very concerned,Very concerned,Moderately concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Never,Never,Never,Never,Never,Never,Never,Occasionally,Never,Occasionally,Never,,Currently doing this,Plan to do this,Plan to do this,Currently doing this,Might do this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,No,"I've heard of it or seen it somewhere, but don't know what it is",75,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Have already changed,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,87305,Manufactured / mobile home,,Own,Agriculture,,Associate degree,"$75,000 - 99,999",5,Qual27260-1216StephanieGeneralPop,0c5pNsYA0sQqOEZJWdQXnq,358,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:11,3/28/2023 11:17,IP Address,100,356,TRUE,3/28/2023 11:17,R_3I9wGQjCdA7Qxs0,anonymous,EN,"I agree, take me to the survey",Female,65+ years old,"American Indian/Native American or Alaska Native,White or Caucasian",Public supply - municipal,,Unfiltered tap water,,None of the above,,Promoter,10,None of the above,,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Often,Sometimes,Never,Never,Sometimes,Sometimes,Often,Sometimes,Occasionally,Often,Never,,Might do this,Might do this,Might do this,Currently doing this,Currently doing this,Full responsibility,Full responsibility,Full responsibility,Full responsibility,Most responsibility,Most responsibility,Mostly trust,Mostly trust,Mostly trust,Fully trust,Moderately trust,Mostly trust,No,"I've heard of it or seen it somewhere, but don't know what it is",30,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Might change,Might change,Will never change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,Might change,91402,Single family house,,Own,Other (describe):,Adult/Child Day Care,Associate degree,"$50,000 - 74,999",3,Qual27260-1216StephanieGeneralPop,6jOzqopkosgUQoFOrpRkv6,356,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:05,3/28/2023 11:17,IP Address,100,730,TRUE,3/28/2023 11:17,R_2ZJJSVWr1bVX45I,anonymous,EN,"I agree, take me to the survey",Female,35 - 44 years old,White or Caucasian,I don't know,,Bottled / prepackaged water,,None of the above,,Passive,8,None of the above,,Slightly familiar,Moderately familiar,Very familiar,Slightly familiar,Slightly familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately concerned,Slightly concerned,Very concerned,Moderately concerned,Slightly concerned,Very concerned,Very concerned,Moderately concerned,Slightly concerned,Slightly concerned,Often,Sometimes,Sometimes,Often,Occasionally,Occasionally,Sometimes,Sometimes,Sometimes,Often,Often,,Plan to do this,Might do this,Might do this,Plan to do this,Plan to do this,Moderate responsibility,Most responsibility,Most responsibility,Some responsibility,Some responsibility,Some responsibility,Moderately trust,Somewhat trust,Somewhat trust,Mostly trust,Moderately trust,Somewhat trust,No,I'm confident I know what it is,58,Slightly familiar,Slightly familiar,Very familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,Very familiar,Slightly familiar,Slightly familiar,Slightly familiar,Have already changed,Might change,Might change,Planning to change,Might change,Might change,Planning to change,Have already changed,Might change,Might change,Planning to change,Might change,Might change,93551,Single family house,,Own,Other (describe):,None ,High school graduate / GED,"$75,000 - 99,999",2,Qual27260-1216StephanieGeneralPop,1KBwP5vGCMlroV8PuWmSuV,730,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:13,3/28/2023 11:17,IP Address,100,259,TRUE,3/28/2023 11:17,R_3Pv3dxzD277mkbQ,anonymous,EN,"I agree, take me to the survey",Male,35 - 44 years old,Black or African American,Public supply - municipal,,Bottled / prepackaged water,,None of the above,,Promoter,10,"Fertilizers (nitrates, phosphates)",,Not at all familiar,Very familiar,Moderately familiar,Not at all familiar,Moderately familiar,Moderately familiar,Very familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly concerned,Not at all concerned,Very concerned,Moderately concerned,Moderately concerned,Not at all concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Sometimes,Occasionally,Never,Often,Often,Often,Often,Often,Never,Sometimes,Never,,Currently doing this,Might do this,Will never do this,Might do this,Might do this,Moderate responsibility,Some responsibility,Some responsibility,Moderate responsibility,Moderate responsibility,Most responsibility,Fully trust,Mostly trust,Moderately trust,Somewhat trust,Somewhat trust,Moderately trust,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",40,Extremely familiar,Moderately familiar,Slightly familiar,Extremely familiar,Extremely familiar,Not at all familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Will never change,Not sure,Not sure,Will never change,Will never change,Not sure,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,Will never change,38829,Apartment building with 4 or fewer units,,Rent,Healthcare,,Associate degree,"$75,000 - 99,999",2,Qual27260-1216StephanieGeneralPop,1FJAJIWI2wTRirNz5yTm0n,259,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:13,3/28/2023 11:18,IP Address,100,274,TRUE,3/28/2023 11:18,R_sZLOMDDrFN8LG4V,anonymous,EN,"I agree, take me to the survey",Male,18 - 24 years old,White or Caucasian,Public supply - municipal,,Filtered tap water,,None of the above,,Detractor,6,"Disinfection byproducts (DBPs),Pathogens (bacteria, viruses, amoebas)",,Moderately familiar,Not at all familiar,Slightly familiar,Very familiar,Extremely familiar,Not at all familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Moderately concerned,Moderately concerned,Extremely concerned,Extremely concerned,Very concerned,Slightly concerned,Very concerned,Moderately concerned,Extremely concerned,Very concerned,Never,Occasionally,Never,Never,Often,Sometimes,Occasionally,Never,Never,Never,Sometimes,,Currently doing this,Currently doing this,Will never do this,Might do this,Might do this,Moderate responsibility,Full responsibility,Most responsibility,Some responsibility,Moderate responsibility,Some responsibility,Somewhat trust,Somewhat trust,Moderately trust,Somewhat trust,Mostly trust,Moderately trust,No,"I've never heard of it, and don't know what it is",29,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not sure,Might change,Will never change,Will never change,Will never change,Will never change,Not sure,Will never change,Might change,Not sure,Not sure,Might change,Might change,71104,Single family house,,Own,Finance,,Master's degree,"More than $200,000",4,Qual27260-1216StephanieGeneralPop,3z8zzSUIgZF2xTm4q0CjZw,274,73540892,,,,,,,,1,,439,{Invalid Expression}
3/28/2023 11:13,3/28/2023 11:18,IP Address,100,295,TRUE,3/28/2023 11:18,R_2DYpfxi1CYEDJq4,anonymous,EN,"I agree, take me to the survey",Female,25 - 34 years old,Black or African American,I don't know,,Bottled / prepackaged water,,None of the above,,Detractor,4,None of the above,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately concerned,Slightly concerned,Moderately concerned,Moderately concerned,Moderately concerned,Moderately concerned,Very concerned,Moderately concerned,Moderately concerned,Moderately concerned,Never,Never,Never,Never,Often,Never,Never,Occasionally,Never,Never,Never,None,Currently doing this,Will never do this,Plan to do this,Plan to do this,Not sure,Some responsibility,Some responsibility,Some responsibility,Moderate responsibility,Some responsibility,Some responsibility,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,Not sure,"I've heard of it or seen it somewhere, but don't know what it is",55,Slightly familiar,Not at all familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,77047,Prefer not to answer,,Rent,Unemployed,,High school graduate / GED,"Less than $25,000",2,Qual27260-1216StephanieGeneralPop,3MuXfiKH9Yo5xDt14ekP1G,295,73540892,,,,,,,,1,,439,{Invalid Expression}
